rcid,country_code,date,pro_climate_vote,abstain_from_vote
5037,CU,2009-12-21,1,0
5037,HT,2009-12-21,1,0
5037,DO,2009-12-21,1,0
5037,JM,2009-12-21,1,0
5037,TT,2009-12-21,1,0
5037,BB,2009-12-21,1,0
5037,DM,2009-12-21,1,0
5037,GD,2009-12-21,1,0
5037,LC,2009-12-21,1,0
5037,VC,2009-12-21,1,0
5037,AG,2009-12-21,1,0
5037,MX,2009-12-21,1,0
5037,BZ,2009-12-21,1,0
5037,GT,2009-12-21,1,0
5037,SV,2009-12-21,1,0
5037,NI,2009-12-21,1,0
5037,CR,2009-12-21,1,0
5037,PA,2009-12-21,0,1
5037,CO,2009-12-21,0,1
5037,GY,2009-12-21,1,0
5037,SR,2009-12-21,1,0
5037,EC,2009-12-21,1,0
5037,PE,2009-12-21,1,0
5037,BR,2009-12-21,1,0
5037,BO,2009-12-21,1,0
5037,PY,2009-12-21,1,0
5037,CL,2009-12-21,1,0
5037,AR,2009-12-21,1,0
5037,UY,2009-12-21,1,0
5037,GB,2009-12-21,1,0
5037,NL,2009-12-21,1,0
5037,BE,2009-12-21,1,0
5037,LU,2009-12-21,1,0
5037,MC,2009-12-21,1,0
5037,LI,2009-12-21,1,0
5037,CH,2009-12-21,1,0
5037,ES,2009-12-21,1,0
5037,AD,2009-12-21,1,0
5037,PT,2009-12-21,1,0
5037,PL,2009-12-21,1,0
5037,AT,2009-12-21,1,0
5037,HU,2009-12-21,1,0
5037,CZ,2009-12-21,1,0
5037,SK,2009-12-21,1,0
5037,IT,2009-12-21,1,0
5037,SM,2009-12-21,1,0
5037,MT,2009-12-21,1,0
5037,AL,2009-12-21,1,0
5037,ME,2009-12-21,1,0
5037,MK,2009-12-21,1,0
5037,HR,2009-12-21,1,0
5037,YU,2009-12-21,1,0
5037,BA,2009-12-21,1,0
5037,SI,2009-12-21,1,0
5037,GR,2009-12-21,1,0
5037,CY,2009-12-21,1,0
5037,BG,2009-12-21,1,0
5037,MD,2009-12-21,1,0
5037,RO,2009-12-21,1,0
5037,RU,2009-12-21,1,0
5037,EE,2009-12-21,1,0
5037,LV,2009-12-21,1,0
5037,LT,2009-12-21,1,0
5037,UA,2009-12-21,1,0
5037,BY,2009-12-21,1,0
5037,AM,2009-12-21,1,0
5037,GE,2009-12-21,1,0
5037,FI,2009-12-21,1,0
5037,SE,2009-12-21,1,0
5037,NO,2009-12-21,1,0
5037,DK,2009-12-21,1,0
5037,IS,2009-12-21,1,0
5037,CV,2009-12-21,1,0
5037,GW,2009-12-21,1,0
5037,ML,2009-12-21,1,0
5037,SN,2009-12-21,1,0
5037,BJ,2009-12-21,1,0
5037,MR,2009-12-21,1,0
5037,NE,2009-12-21,1,0
5037,CI,2009-12-21,1,0
5037,GN,2009-12-21,1,0
5037,BF,2009-12-21,1,0
5037,LR,2009-12-21,0,1
5037,SL,2009-12-21,1,0
5037,GH,2009-12-21,1,0
5037,CM,2009-12-21,0,1
5037,NG,2009-12-21,1,0
5037,GA,2009-12-21,1,0
5037,CF,2009-12-21,1,0
5037,TD,2009-12-21,1,0
5037,CG,2009-12-21,1,0
5037,KE,2009-12-21,1,0
5037,BI,2009-12-21,1,0
5037,RW,2009-12-21,1,0
5037,SO,2009-12-21,1,0
5037,DJ,2009-12-21,1,0
5037,ET,2009-12-21,1,0
5037,ER,2009-12-21,1,0
5037,AO,2009-12-21,1,0
5037,MZ,2009-12-21,1,0
5037,ZM,2009-12-21,1,0
5037,ZW,2009-12-21,1,0
5037,MW,2009-12-21,1,0
5037,ZA,2009-12-21,1,0
5037,"NA",2009-12-21,1,0
5037,LS,2009-12-21,1,0
5037,BW,2009-12-21,1,0
5037,SZ,2009-12-21,1,0
5037,MG,2009-12-21,1,0
5037,KM,2009-12-21,1,0
5037,MU,2009-12-21,1,0
5037,MA,2009-12-21,1,0
5037,DZ,2009-12-21,1,0
5037,TN,2009-12-21,1,0
5037,LY,2009-12-21,1,0
5037,SD,2009-12-21,1,0
5037,IR,2009-12-21,1,0
5037,TR,2009-12-21,1,0
5037,IQ,2009-12-21,1,0
5037,EG,2009-12-21,1,0
5037,SY,2009-12-21,1,0
5037,LB,2009-12-21,1,0
5037,JO,2009-12-21,1,0
5037,IL,2009-12-21,0,0
5037,SA,2009-12-21,1,0
5037,YE,2009-12-21,1,0
5037,KW,2009-12-21,1,0
5037,BH,2009-12-21,1,0
5037,QA,2009-12-21,1,0
5037,AE,2009-12-21,1,0
5037,OM,2009-12-21,1,0
5037,AF,2009-12-21,1,0
5037,TJ,2009-12-21,1,0
5037,KG,2009-12-21,1,0
5037,UZ,2009-12-21,1,0
5037,KZ,2009-12-21,1,0
5037,CN,2009-12-21,1,0
5037,MN,2009-12-21,1,0
5037,KP,2009-12-21,1,0
5037,KR,2009-12-21,1,0
5037,JP,2009-12-21,1,0
5037,IN,2009-12-21,1,0
5037,BT,2009-12-21,1,0
5037,PK,2009-12-21,1,0
5037,BD,2009-12-21,0,1
5037,MM,2009-12-21,1,0
5037,LK,2009-12-21,1,0
5037,MV,2009-12-21,1,0
5037,NP,2009-12-21,1,0
5037,TH,2009-12-21,1,0
5037,KH,2009-12-21,1,0
5037,LA,2009-12-21,1,0
5037,VN,2009-12-21,1,0
5037,MY,2009-12-21,1,0
5037,SG,2009-12-21,1,0
5037,BN,2009-12-21,1,0
5037,PH,2009-12-21,1,0
5037,ID,2009-12-21,1,0
5037,TL,2009-12-21,1,0
5037,AU,2009-12-21,0,0
5037,PG,2009-12-21,1,0
5037,NZ,2009-12-21,1,0
5037,SB,2009-12-21,1,0
5037,TV,2009-12-21,1,0
5037,FJ,2009-12-21,0,1
5037,TO,2009-12-21,0,1
5037,NR,2009-12-21,0,0
5037,MH,2009-12-21,0,0
5037,PW,2009-12-21,0,0
5037,FM,2009-12-21,0,0
5037,WS,2009-12-21,1,0
5095,US,2010-12-20,0,0
5095,CA,2010-12-20,0,0
5095,BS,2010-12-20,1,0
5095,CU,2010-12-20,1,0
5095,HT,2010-12-20,1,0
5095,JM,2010-12-20,1,0
5095,LC,2010-12-20,1,0
5095,AG,2010-12-20,1,0
5095,MX,2010-12-20,1,0
5095,BZ,2010-12-20,1,0
5095,GT,2010-12-20,1,0
5095,HN,2010-12-20,1,0
5095,SV,2010-12-20,1,0
5095,NI,2010-12-20,1,0
5095,CR,2010-12-20,1,0
5095,PA,2010-12-20,0,1
5095,CO,2010-12-20,0,1
5095,VE,2010-12-20,1,0
5095,SR,2010-12-20,1,0
5095,EC,2010-12-20,1,0
5095,PE,2010-12-20,1,0
5095,BR,2010-12-20,1,0
5095,BO,2010-12-20,1,0
5095,PY,2010-12-20,1,0
5095,CL,2010-12-20,1,0
5095,AR,2010-12-20,1,0
5095,UY,2010-12-20,1,0
5095,GB,2010-12-20,1,0
5095,IE,2010-12-20,1,0
5095,NL,2010-12-20,1,0
5095,BE,2010-12-20,1,0
5095,LU,2010-12-20,1,0
5095,FR,2010-12-20,1,0
5095,MC,2010-12-20,1,0
5095,LI,2010-12-20,1,0
5095,CH,2010-12-20,1,0
5095,ES,2010-12-20,1,0
5095,AD,2010-12-20,1,0
5095,PT,2010-12-20,1,0
5095,DE,2010-12-20,1,0
5095,PL,2010-12-20,1,0
5095,AT,2010-12-20,1,0
5095,HU,2010-12-20,1,0
5095,CZ,2010-12-20,1,0
5095,SK,2010-12-20,1,0
5095,IT,2010-12-20,1,0
5095,SM,2010-12-20,1,0
5095,MT,2010-12-20,1,0
5095,AL,2010-12-20,1,0
5095,ME,2010-12-20,1,0
5095,MK,2010-12-20,1,0
5095,HR,2010-12-20,1,0
5095,YU,2010-12-20,1,0
5095,BA,2010-12-20,1,0
5095,SI,2010-12-20,1,0
5095,CY,2010-12-20,1,0
5095,BG,2010-12-20,1,0
5095,MD,2010-12-20,1,0
5095,RO,2010-12-20,1,0
5095,RU,2010-12-20,1,0
5095,EE,2010-12-20,1,0
5095,LV,2010-12-20,1,0
5095,LT,2010-12-20,1,0
5095,UA,2010-12-20,1,0
5095,BY,2010-12-20,1,0
5095,AM,2010-12-20,1,0
5095,GE,2010-12-20,1,0
5095,AZ,2010-12-20,1,0
5095,FI,2010-12-20,1,0
5095,SE,2010-12-20,1,0
5095,NO,2010-12-20,1,0
5095,DK,2010-12-20,1,0
5095,IS,2010-12-20,1,0
5095,CV,2010-12-20,1,0
5095,ST,2010-12-20,1,0
5095,GW,2010-12-20,1,0
5095,GM,2010-12-20,1,0
5095,ML,2010-12-20,1,0
5095,SN,2010-12-20,1,0
5095,BJ,2010-12-20,1,0
5095,MR,2010-12-20,1,0
5095,NE,2010-12-20,0,1
5095,CI,2010-12-20,1,0
5095,GN,2010-12-20,1,0
5095,BF,2010-12-20,1,0
5095,LR,2010-12-20,1,0
5095,SL,2010-12-20,1,0
5095,GH,2010-12-20,1,0
5095,TG,2010-12-20,1,0
5095,CM,2010-12-20,0,1
5095,NG,2010-12-20,1,0
5095,TD,2010-12-20,1,0
5095,CD,2010-12-20,1,0
5095,UG,2010-12-20,1,0
5095,KE,2010-12-20,1,0
5095,TZ,2010-12-20,1,0
5095,SO,2010-12-20,1,0
5095,DJ,2010-12-20,1,0
5095,ET,2010-12-20,1,0
5095,ER,2010-12-20,1,0
5095,AO,2010-12-20,1,0
5095,MZ,2010-12-20,1,0
5095,ZM,2010-12-20,1,0
5095,ZW,2010-12-20,1,0
5095,MW,2010-12-20,1,0
5095,ZA,2010-12-20,1,0
5095,LS,2010-12-20,1,0
5095,BW,2010-12-20,1,0
5095,SZ,2010-12-20,1,0
5095,MG,2010-12-20,1,0
5095,KM,2010-12-20,1,0
5095,MU,2010-12-20,1,0
5095,MA,2010-12-20,1,0
5095,DZ,2010-12-20,1,0
5095,TN,2010-12-20,1,0
5095,LY,2010-12-20,1,0
5095,SD,2010-12-20,1,0
5095,IR,2010-12-20,1,0
5095,TR,2010-12-20,1,0
5095,IQ,2010-12-20,1,0
5095,EG,2010-12-20,1,0
5095,SY,2010-12-20,1,0
5095,LB,2010-12-20,1,0
5095,JO,2010-12-20,1,0
5095,IL,2010-12-20,0,0
5095,SA,2010-12-20,1,0
5095,YE,2010-12-20,1,0
5095,KW,2010-12-20,1,0
5095,BH,2010-12-20,1,0
5095,QA,2010-12-20,1,0
5095,AE,2010-12-20,1,0
5095,OM,2010-12-20,1,0
5095,AF,2010-12-20,1,0
5095,TJ,2010-12-20,1,0
5095,KG,2010-12-20,1,0
5095,UZ,2010-12-20,1,0
5095,CN,2010-12-20,1,0
5095,MN,2010-12-20,1,0
5095,KP,2010-12-20,1,0
5095,KR,2010-12-20,1,0
5095,JP,2010-12-20,1,0
5095,IN,2010-12-20,1,0
5095,PK,2010-12-20,1,0
5095,BD,2010-12-20,1,0
5095,MM,2010-12-20,1,0
5095,LK,2010-12-20,1,0
5095,MV,2010-12-20,1,0
5095,NP,2010-12-20,1,0
5095,TH,2010-12-20,1,0
5095,KH,2010-12-20,1,0
5095,LA,2010-12-20,1,0
5095,VN,2010-12-20,1,0
5095,MY,2010-12-20,1,0
5095,SG,2010-12-20,1,0
5095,BN,2010-12-20,1,0
5095,PH,2010-12-20,1,0
5095,ID,2010-12-20,1,0
5095,TL,2010-12-20,1,0
5095,AU,2010-12-20,0,0
5095,PG,2010-12-20,1,0
5095,NZ,2010-12-20,1,0
5095,VU,2010-12-20,1,0
5095,SB,2010-12-20,1,0
5095,TV,2010-12-20,1,0
5095,FJ,2010-12-20,1,0
5095,TO,2010-12-20,0,1
5095,NR,2010-12-20,0,0
5095,MH,2010-12-20,0,0
5095,PW,2010-12-20,0,0
5095,FM,2010-12-20,0,0
5095,WS,2010-12-20,1,0
5139,US,2011-12-22,0,0
5139,CA,2011-12-22,0,0
5139,BS,2011-12-22,1,0
5139,CU,2011-12-22,1,0
5139,HT,2011-12-22,1,0
5139,DO,2011-12-22,1,0
5139,JM,2011-12-22,1,0
5139,TT,2011-12-22,1,0
5139,BB,2011-12-22,1,0
5139,DM,2011-12-22,1,0
5139,GD,2011-12-22,1,0
5139,LC,2011-12-22,1,0
5139,VC,2011-12-22,1,0
5139,AG,2011-12-22,1,0
5139,MX,2011-12-22,1,0
5139,BZ,2011-12-22,1,0
5139,GT,2011-12-22,1,0
5139,HN,2011-12-22,1,0
5139,SV,2011-12-22,1,0
5139,NI,2011-12-22,1,0
5139,CR,2011-12-22,1,0
5139,PA,2011-12-22,0,1
5139,CO,2011-12-22,0,1
5139,VE,2011-12-22,1,0
5139,GY,2011-12-22,1,0
5139,SR,2011-12-22,1,0
5139,EC,2011-12-22,1,0
5139,PE,2011-12-22,1,0
5139,BR,2011-12-22,1,0
5139,BO,2011-12-22,1,0
5139,PY,2011-12-22,1,0
5139,CL,2011-12-22,1,0
5139,AR,2011-12-22,1,0
5139,UY,2011-12-22,1,0
5139,GB,2011-12-22,1,0
5139,IE,2011-12-22,1,0
5139,NL,2011-12-22,1,0
5139,LU,2011-12-22,1,0
5139,FR,2011-12-22,1,0
5139,MC,2011-12-22,1,0
5139,LI,2011-12-22,1,0
5139,CH,2011-12-22,1,0
5139,ES,2011-12-22,1,0
5139,AD,2011-12-22,1,0
5139,PT,2011-12-22,1,0
5139,DE,2011-12-22,1,0
5139,PL,2011-12-22,1,0
5139,AT,2011-12-22,1,0
5139,HU,2011-12-22,1,0
5139,CZ,2011-12-22,1,0
5139,SK,2011-12-22,1,0
5139,IT,2011-12-22,1,0
5139,SM,2011-12-22,1,0
5139,MT,2011-12-22,1,0
5139,AL,2011-12-22,1,0
5139,ME,2011-12-22,1,0
5139,MK,2011-12-22,1,0
5139,HR,2011-12-22,1,0
5139,YU,2011-12-22,1,0
5139,BA,2011-12-22,1,0
5139,SI,2011-12-22,1,0
5139,GR,2011-12-22,1,0
5139,CY,2011-12-22,1,0
5139,BG,2011-12-22,1,0
5139,MD,2011-12-22,1,0
5139,RO,2011-12-22,1,0
5139,RU,2011-12-22,1,0
5139,EE,2011-12-22,1,0
5139,LV,2011-12-22,1,0
5139,LT,2011-12-22,1,0
5139,UA,2011-12-22,1,0
5139,BY,2011-12-22,1,0
5139,AM,2011-12-22,1,0
5139,GE,2011-12-22,1,0
5139,AZ,2011-12-22,1,0
5139,FI,2011-12-22,1,0
5139,SE,2011-12-22,1,0
5139,NO,2011-12-22,1,0
5139,DK,2011-12-22,1,0
5139,IS,2011-12-22,1,0
5139,CV,2011-12-22,1,0
5139,GW,2011-12-22,1,0
5139,ML,2011-12-22,1,0
5139,SN,2011-12-22,1,0
5139,BJ,2011-12-22,1,0
5139,NE,2011-12-22,1,0
5139,CI,2011-12-22,1,0
5139,GN,2011-12-22,1,0
5139,BF,2011-12-22,1,0
5139,LR,2011-12-22,1,0
5139,SL,2011-12-22,1,0
5139,TG,2011-12-22,1,0
5139,CM,2011-12-22,0,1
5139,NG,2011-12-22,1,0
5139,GA,2011-12-22,0,1
5139,CF,2011-12-22,0,1
5139,TD,2011-12-22,1,0
5139,CG,2011-12-22,1,0
5139,UG,2011-12-22,1,0
5139,KE,2011-12-22,1,0
5139,TZ,2011-12-22,1,0
5139,BI,2011-12-22,1,0
5139,SO,2011-12-22,1,0
5139,DJ,2011-12-22,1,0
5139,ET,2011-12-22,1,0
5139,ER,2011-12-22,1,0
5139,AO,2011-12-22,1,0
5139,MZ,2011-12-22,1,0
5139,ZM,2011-12-22,1,0
5139,MW,2011-12-22,1,0
5139,ZA,2011-12-22,1,0
5139,"NA",2011-12-22,1,0
5139,LS,2011-12-22,1,0
5139,SZ,2011-12-22,1,0
5139,MG,2011-12-22,1,0
5139,KM,2011-12-22,1,0
5139,MU,2011-12-22,1,0
5139,MA,2011-12-22,1,0
5139,DZ,2011-12-22,1,0
5139,TN,2011-12-22,1,0
5139,LY,2011-12-22,1,0
5139,SD,2011-12-22,1,0
5139,IR,2011-12-22,1,0
5139,TR,2011-12-22,1,0
5139,IQ,2011-12-22,1,0
5139,EG,2011-12-22,1,0
5139,SY,2011-12-22,1,0
5139,LB,2011-12-22,1,0
5139,JO,2011-12-22,1,0
5139,IL,2011-12-22,0,0
5139,SA,2011-12-22,1,0
5139,YE,2011-12-22,1,0
5139,KW,2011-12-22,1,0
5139,BH,2011-12-22,1,0
5139,QA,2011-12-22,1,0
5139,AE,2011-12-22,1,0
5139,OM,2011-12-22,1,0
5139,AF,2011-12-22,1,0
5139,TJ,2011-12-22,1,0
5139,KG,2011-12-22,1,0
5139,UZ,2011-12-22,1,0
5139,KZ,2011-12-22,1,0
5139,CN,2011-12-22,1,0
5139,MN,2011-12-22,1,0
5139,KP,2011-12-22,1,0
5139,KR,2011-12-22,1,0
5139,JP,2011-12-22,1,0
5139,IN,2011-12-22,1,0
5139,BT,2011-12-22,1,0
5139,PK,2011-12-22,1,0
5139,BD,2011-12-22,1,0
5139,MM,2011-12-22,1,0
5139,LK,2011-12-22,1,0
5139,MV,2011-12-22,1,0
5139,NP,2011-12-22,1,0
5139,TH,2011-12-22,1,0
5139,KH,2011-12-22,1,0
5139,LA,2011-12-22,1,0
5139,VN,2011-12-22,1,0
5139,MY,2011-12-22,1,0
5139,SG,2011-12-22,1,0
5139,BN,2011-12-22,1,0
5139,PH,2011-12-22,1,0
5139,ID,2011-12-22,1,0
5139,TL,2011-12-22,1,0
5139,AU,2011-12-22,0,0
5139,PG,2011-12-22,1,0
5139,NZ,2011-12-22,1,0
5139,SB,2011-12-22,1,0
5139,FJ,2011-12-22,1,0
5139,TO,2011-12-22,0,1
5139,NR,2011-12-22,0,0
5139,MH,2011-12-22,0,0
5139,PW,2011-12-22,0,0
5139,FM,2011-12-22,0,0
5140,US,2011-12-22,1,0
5140,CA,2011-12-22,1,0
5140,BS,2011-12-22,1,0
5140,CU,2011-12-22,0,1
5140,HT,2011-12-22,1,0
5140,DO,2011-12-22,1,0
5140,JM,2011-12-22,1,0
5140,TT,2011-12-22,1,0
5140,BB,2011-12-22,1,0
5140,DM,2011-12-22,1,0
5140,GD,2011-12-22,1,0
5140,LC,2011-12-22,1,0
5140,VC,2011-12-22,1,0
5140,AG,2011-12-22,1,0
5140,MX,2011-12-22,1,0
5140,BZ,2011-12-22,1,0
5140,GT,2011-12-22,1,0
5140,HN,2011-12-22,1,0
5140,SV,2011-12-22,1,0
5140,NI,2011-12-22,0,1
5140,CR,2011-12-22,1,0
5140,PA,2011-12-22,1,0
5140,CO,2011-12-22,1,0
5140,VE,2011-12-22,0,0
5140,GY,2011-12-22,1,0
5140,SR,2011-12-22,1,0
5140,EC,2011-12-22,0,1
5140,PE,2011-12-22,1,0
5140,BR,2011-12-22,1,0
5140,BO,2011-12-22,0,1
5140,PY,2011-12-22,1,0
5140,CL,2011-12-22,1,0
5140,AR,2011-12-22,1,0
5140,UY,2011-12-22,1,0
5140,GB,2011-12-22,1,0
5140,IE,2011-12-22,1,0
5140,NL,2011-12-22,1,0
5140,LU,2011-12-22,1,0
5140,FR,2011-12-22,1,0
5140,MC,2011-12-22,1,0
5140,LI,2011-12-22,1,0
5140,CH,2011-12-22,1,0
5140,ES,2011-12-22,1,0
5140,AD,2011-12-22,1,0
5140,PT,2011-12-22,1,0
5140,DE,2011-12-22,1,0
5140,PL,2011-12-22,1,0
5140,AT,2011-12-22,1,0
5140,HU,2011-12-22,1,0
5140,CZ,2011-12-22,1,0
5140,SK,2011-12-22,1,0
5140,IT,2011-12-22,1,0
5140,SM,2011-12-22,1,0
5140,MT,2011-12-22,1,0
5140,AL,2011-12-22,1,0
5140,ME,2011-12-22,1,0
5140,MK,2011-12-22,1,0
5140,HR,2011-12-22,1,0
5140,YU,2011-12-22,1,0
5140,BA,2011-12-22,1,0
5140,SI,2011-12-22,1,0
5140,GR,2011-12-22,1,0
5140,CY,2011-12-22,1,0
5140,BG,2011-12-22,1,0
5140,MD,2011-12-22,1,0
5140,RO,2011-12-22,1,0
5140,RU,2011-12-22,1,0
5140,EE,2011-12-22,1,0
5140,LV,2011-12-22,1,0
5140,LT,2011-12-22,1,0
5140,UA,2011-12-22,1,0
5140,BY,2011-12-22,1,0
5140,AM,2011-12-22,1,0
5140,GE,2011-12-22,1,0
5140,AZ,2011-12-22,1,0
5140,FI,2011-12-22,1,0
5140,SE,2011-12-22,1,0
5140,NO,2011-12-22,1,0
5140,DK,2011-12-22,1,0
5140,IS,2011-12-22,1,0
5140,CV,2011-12-22,1,0
5140,GW,2011-12-22,1,0
5140,ML,2011-12-22,1,0
5140,SN,2011-12-22,1,0
5140,BJ,2011-12-22,1,0
5140,NE,2011-12-22,0,1
5140,CI,2011-12-22,1,0
5140,GN,2011-12-22,1,0
5140,BF,2011-12-22,1,0
5140,LR,2011-12-22,1,0
5140,SL,2011-12-22,1,0
5140,TG,2011-12-22,1,0
5140,CM,2011-12-22,1,0
5140,NG,2011-12-22,1,0
5140,GA,2011-12-22,0,1
5140,CF,2011-12-22,1,0
5140,TD,2011-12-22,1,0
5140,CG,2011-12-22,1,0
5140,UG,2011-12-22,1,0
5140,KE,2011-12-22,1,0
5140,TZ,2011-12-22,1,0
5140,BI,2011-12-22,1,0
5140,SO,2011-12-22,0,1
5140,DJ,2011-12-22,0,1
5140,ET,2011-12-22,1,0
5140,ER,2011-12-22,1,0
5140,AO,2011-12-22,1,0
5140,MZ,2011-12-22,1,0
5140,ZM,2011-12-22,1,0
5140,MW,2011-12-22,1,0
5140,ZA,2011-12-22,0,0
5140,"NA",2011-12-22,1,0
5140,LS,2011-12-22,1,0
5140,SZ,2011-12-22,0,1
5140,MG,2011-12-22,1,0
5140,KM,2011-12-22,1,0
5140,MU,2011-12-22,1,0
5140,MA,2011-12-22,0,1
5140,DZ,2011-12-22,0,1
5140,TN,2011-12-22,0,1
5140,LY,2011-12-22,0,1
5140,SD,2011-12-22,0,1
5140,TR,2011-12-22,1,0
5140,IQ,2011-12-22,0,1
5140,EG,2011-12-22,0,1
5140,SY,2011-12-22,0,1
5140,LB,2011-12-22,0,1
5140,JO,2011-12-22,0,1
5140,IL,2011-12-22,1,0
5140,SA,2011-12-22,0,1
5140,YE,2011-12-22,0,1
5140,KW,2011-12-22,0,1
5140,BH,2011-12-22,0,1
5140,QA,2011-12-22,0,1
5140,AE,2011-12-22,0,1
5140,OM,2011-12-22,0,1
5140,AF,2011-12-22,0,1
5140,TJ,2011-12-22,1,0
5140,KG,2011-12-22,1,0
5140,UZ,2011-12-22,1,0
5140,KZ,2011-12-22,1,0
5140,CN,2011-12-22,1,0
5140,MN,2011-12-22,1,0
5140,KP,2011-12-22,0,1
5140,KR,2011-12-22,1,0
5140,JP,2011-12-22,1,0
5140,IN,2011-12-22,1,0
5140,BT,2011-12-22,1,0
5140,PK,2011-12-22,0,1
5140,BD,2011-12-22,0,1
5140,MM,2011-12-22,1,0
5140,LK,2011-12-22,1,0
5140,MV,2011-12-22,1,0
5140,NP,2011-12-22,1,0
5140,TH,2011-12-22,1,0
5140,VN,2011-12-22,1,0
5140,MY,2011-12-22,0,1
5140,SG,2011-12-22,1,0
5140,BN,2011-12-22,0,1
5140,PH,2011-12-22,1,0
5140,ID,2011-12-22,0,1
5140,TL,2011-12-22,1,0
5140,AU,2011-12-22,1,0
5140,PG,2011-12-22,1,0
5140,NZ,2011-12-22,1,0
5140,SB,2011-12-22,1,0
5140,FJ,2011-12-22,1,0
5140,TO,2011-12-22,1,0
5140,NR,2011-12-22,1,0
5140,MH,2011-12-22,1,0
5140,PW,2011-12-22,1,0
5140,FM,2011-12-22,1,0
5242,US,2012-12-21,0,0
5242,CA,2012-12-21,0,0
5242,BS,2012-12-21,1,0
5242,CU,2012-12-21,1,0
5242,HT,2012-12-21,1,0
5242,DO,2012-12-21,1,0
5242,JM,2012-12-21,1,0
5242,TT,2012-12-21,1,0
5242,BB,2012-12-21,1,0
5242,DM,2012-12-21,1,0
5242,GD,2012-12-21,1,0
5242,LC,2012-12-21,1,0
5242,VC,2012-12-21,1,0
5242,AG,2012-12-21,1,0
5242,KN,2012-12-21,1,0
5242,MX,2012-12-21,1,0
5242,BZ,2012-12-21,1,0
5242,GT,2012-12-21,1,0
5242,HN,2012-12-21,1,0
5242,SV,2012-12-21,1,0
5242,NI,2012-12-21,1,0
5242,CR,2012-12-21,1,0
5242,PA,2012-12-21,0,1
5242,CO,2012-12-21,0,1
5242,VE,2012-12-21,1,0
5242,GY,2012-12-21,1,0
5242,SR,2012-12-21,1,0
5242,EC,2012-12-21,1,0
5242,PE,2012-12-21,1,0
5242,BR,2012-12-21,1,0
5242,BO,2012-12-21,1,0
5242,PY,2012-12-21,1,0
5242,CL,2012-12-21,1,0
5242,AR,2012-12-21,1,0
5242,UY,2012-12-21,1,0
5242,GB,2012-12-21,1,0
5242,IE,2012-12-21,1,0
5242,NL,2012-12-21,1,0
5242,BE,2012-12-21,1,0
5242,LU,2012-12-21,1,0
5242,FR,2012-12-21,1,0
5242,MC,2012-12-21,1,0
5242,LI,2012-12-21,1,0
5242,CH,2012-12-21,1,0
5242,ES,2012-12-21,1,0
5242,AD,2012-12-21,1,0
5242,PT,2012-12-21,1,0
5242,DE,2012-12-21,1,0
5242,PL,2012-12-21,1,0
5242,AT,2012-12-21,1,0
5242,HU,2012-12-21,1,0
5242,CZ,2012-12-21,1,0
5242,SK,2012-12-21,1,0
5242,IT,2012-12-21,1,0
5242,SM,2012-12-21,1,0
5242,MT,2012-12-21,1,0
5242,AL,2012-12-21,1,0
5242,ME,2012-12-21,1,0
5242,MK,2012-12-21,1,0
5242,HR,2012-12-21,1,0
5242,YU,2012-12-21,1,0
5242,BA,2012-12-21,1,0
5242,SI,2012-12-21,1,0
5242,GR,2012-12-21,1,0
5242,CY,2012-12-21,1,0
5242,BG,2012-12-21,1,0
5242,MD,2012-12-21,1,0
5242,RO,2012-12-21,1,0
5242,RU,2012-12-21,1,0
5242,EE,2012-12-21,1,0
5242,LV,2012-12-21,1,0
5242,LT,2012-12-21,1,0
5242,BY,2012-12-21,1,0
5242,AM,2012-12-21,1,0
5242,GE,2012-12-21,1,0
5242,AZ,2012-12-21,1,0
5242,FI,2012-12-21,1,0
5242,SE,2012-12-21,1,0
5242,NO,2012-12-21,1,0
5242,DK,2012-12-21,1,0
5242,IS,2012-12-21,1,0
5242,CV,2012-12-21,1,0
5242,GW,2012-12-21,1,0
5242,GM,2012-12-21,1,0
5242,ML,2012-12-21,1,0
5242,SN,2012-12-21,1,0
5242,BJ,2012-12-21,1,0
5242,MR,2012-12-21,1,0
5242,NE,2012-12-21,1,0
5242,CI,2012-12-21,1,0
5242,GN,2012-12-21,1,0
5242,BF,2012-12-21,1,0
5242,LR,2012-12-21,1,0
5242,SL,2012-12-21,1,0
5242,GH,2012-12-21,1,0
5242,TG,2012-12-21,1,0
5242,CM,2012-12-21,0,1
5242,NG,2012-12-21,1,0
5242,GA,2012-12-21,1,0
5242,TD,2012-12-21,1,0
5242,CG,2012-12-21,1,0
5242,CD,2012-12-21,1,0
5242,UG,2012-12-21,1,0
5242,KE,2012-12-21,1,0
5242,TZ,2012-12-21,1,0
5242,BI,2012-12-21,1,0
5242,RW,2012-12-21,1,0
5242,DJ,2012-12-21,1,0
5242,ET,2012-12-21,1,0
5242,ER,2012-12-21,1,0
5242,AO,2012-12-21,1,0
5242,MZ,2012-12-21,1,0
5242,ZM,2012-12-21,1,0
5242,ZW,2012-12-21,1,0
5242,MW,2012-12-21,1,0
5242,ZA,2012-12-21,1,0
5242,"NA",2012-12-21,1,0
5242,LS,2012-12-21,1,0
5242,BW,2012-12-21,1,0
5242,SZ,2012-12-21,1,0
5242,MG,2012-12-21,1,0
5242,KM,2012-12-21,1,0
5242,MU,2012-12-21,1,0
5242,SC,2012-12-21,1,0
5242,MA,2012-12-21,1,0
5242,DZ,2012-12-21,1,0
5242,TN,2012-12-21,1,0
5242,LY,2012-12-21,1,0
